Protein,Raw_Count,Harmonized_Count,IC_Raw,IC_Harmonized,Improvement_Pct,BP_Raw,BP_Harmonized,MF_Raw,MF_Harmonized,CC_Raw,CC_Harmonized,IC_BP_Raw,IC_BP_Harmonized,IC_MF_Raw,IC_MF_Harmonized,IC_CC_Raw,IC_CC_Harmonized
CPX-6541,5,44,17.646,90.6924,413.96,2,24,2,13,1,7,9.2456,50.6321,6.6156,33.9131,1.7848,6.1472
CPX-6542,5,56,19.6846,126.1547,540.88,2,34,2,15,1,7,10.0873,77.0753,7.8124,42.9322,1.7848,6.1472
CPX-6543,5,44,17.646,90.6924,413.96,2,24,2,13,1,7,9.2456,50.6321,6.6156,33.9131,1.7848,6.1472
CPX-6562,5,44,17.646,90.6924,413.96,2,24,2,13,1,7,9.2456,50.6321,6.6156,33.9131,1.7848,6.1472
CPX-6563,5,44,17.646,90.6924,413.96,2,24,2,13,1,7,9.2456,50.6321,6.6156,33.9131,1.7848,6.1472
CPX-6564,5,44,17.646,90.6924,413.96,2,24,2,13,1,7,9.2456,50.6321,6.6156,33.9131,1.7848,6.1472
CPX-6565,5,44,17.646,90.6924,413.96,2,24,2,13,1,7,9.2456,50.6321,6.6156,33.9131,1.7848,6.1472
CPX-6566,5,44,17.646,90.6924,413.96,2,24,2,13,1,7,9.2456,50.6321,6.6156,33.9131,1.7848,6.1472
CPX-6567,5,44,17.646,90.6924,413.96,2,24,2,13,1,7,9.2456,50.6321,6.6156,33.9131,1.7848,6.1472
CPX-6568,5,44,17.646,90.6924,413.96,2,24,2,13,1,7,9.2456,50.6321,6.6156,33.9131,1.7848,6.1472
CPX-6569,5,44,17.646,90.6924,413.96,2,24,2,13,1,7,9.2456,50.6321,6.6156,33.9131,1.7848,6.1472
CPX-6570,5,44,17.646,90.6924,413.96,2,24,2,13,1,7,9.2456,50.6321,6.6156,33.9131,1.7848,6.1472
CPX-6572,5,44,17.646,90.6924,413.96,2,24,2,13,1,7,9.2456,50.6321,6.6156,33.9131,1.7848,6.1472
CPX-6573,2,18,16.2898,80.8196,396.14,1,9,1,9,0,0,7.8269,29.2888,8.4629,51.5308,0.0,0.0
CPX-658,2,12,12.7663,25.355,98.61,1,4,0,0,1,8,6.6171,11.3816,0.0,0.0,6.1493,13.9734
CPX-6581,7,41,44.4743,148.081,232.96,3,31,4,10,0,0,16.2872,104.2707,28.1872,43.8103,0.0,0.0
CPX-6582,7,46,39.3825,149.2478,278.97,3,31,3,11,1,4,18.0677,106.0513,19.3144,39.2109,2.0004,3.9857
CPX-6585,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-6586,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-6588,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-6589,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-659,3,28,14.3094,71.2759,398.11,2,21,0,0,1,7,12.5245,65.1287,0.0,0.0,1.7848,6.1472
CPX-6593,5,46,19.1178,106.9291,459.32,2,26,2,13,1,7,10.7174,66.8687,6.6156,33.9131,1.7848,6.1472
CPX-6595,5,46,19.1178,106.9291,459.32,2,26,2,13,1,7,10.7174,66.8687,6.6156,33.9131,1.7848,6.1472
CPX-6596,5,46,19.1178,106.9291,459.32,2,26,2,13,1,7,10.7174,66.8687,6.6156,33.9131,1.7848,6.1472
CPX-6597,6,59,25.2136,147.4701,484.88,3,39,2,13,1,7,16.8132,107.4097,6.6156,33.9131,1.7848,6.1472
CPX-6599,2,18,16.2898,80.8196,396.14,1,9,1,9,0,0,7.8269,29.2888,8.4629,51.5308,0.0,0.0
CPX-660,3,34,13.3797,78.7408,488.51,2,28,1,6,0,0,8.4972,59.0994,4.8825,19.6414,0.0,0.0
CPX-6600,5,46,19.1178,106.9291,459.32,2,26,2,13,1,7,10.7174,66.8687,6.6156,33.9131,1.7848,6.1472
CPX-6601,5,46,19.1178,106.9291,459.32,2,26,2,13,1,7,10.7174,66.8687,6.6156,33.9131,1.7848,6.1472
CPX-6602,2,18,16.2898,80.8196,396.14,1,9,1,9,0,0,7.8269,29.2888,8.4629,51.5308,0.0,0.0
CPX-6603,6,40,31.4304,120.0282,281.89,2,25,3,11,1,4,10.1157,76.8316,19.3144,39.2109,2.0004,3.9857
CPX-661,3,21,13.6452,47.9455,251.37,2,14,0,0,1,7,11.8604,41.7983,0.0,0.0,1.7848,6.1472
CPX-662,7,72,42.1297,209.2506,396.68,3,54,4,18,0,0,19.1884,145.5718,22.9413,63.6788,0.0,0.0
CPX-6622,3,21,18.1163,83.1746,359.11,1,9,1,9,1,3,7.8269,29.2888,8.4629,51.5308,1.8265,2.3551
CPX-663,1,24,3.3603,44.3333,1219.32,1,24,0,0,0,0,3.3603,44.3333,0.0,0.0,0.0,0.0
CPX-664,6,74,36.1064,225.1955,523.7,3,48,3,26,0,0,17.8534,129.0717,18.2529,96.1238,0.0,0.0
CPX-6641,5,50,26.3567,146.9256,457.45,2,16,2,27,1,7,13.7749,45.3616,10.797,95.4168,1.7848,6.1472
CPX-6642,4,50,25.2661,171.748,579.76,2,23,2,27,0,0,14.4691,76.3313,10.797,95.4168,0.0,0.0
CPX-665,3,24,29.4955,89.2962,202.75,1,11,2,13,0,0,9.2738,34.235,20.2216,55.0611,0.0,0.0
CPX-666,6,59,33.7154,176.7223,424.16,2,29,4,30,0,0,8.9724,61.321,24.743,115.4013,0.0,0.0
CPX-6661,3,26,17.2726,84.3999,388.63,2,21,1,5,0,0,14.2039,75.9043,3.0688,8.4955,0.0,0.0
CPX-6662,2,18,14.7836,66.3663,348.92,0,0,1,9,1,9,0.0,0.0,9.5615,39.737,5.222,26.6293
CPX-6663,3,37,19.632,164.1902,736.34,1,23,1,9,1,5,7.6644,111.3553,8.4629,44.9708,3.5047,7.8641
CPX-6664,3,37,19.632,164.1902,736.34,1,23,1,9,1,5,7.6644,111.3553,8.4629,44.9708,3.5047,7.8641
CPX-6665,3,37,19.632,164.1902,736.34,1,23,1,9,1,5,7.6644,111.3553,8.4629,44.9708,3.5047,7.8641
CPX-6681,3,37,19.632,164.1902,736.34,1,23,1,9,1,5,7.6644,111.3553,8.4629,44.9708,3.5047,7.8641
CPX-6701,3,26,22.6278,91.8496,305.92,1,14,1,7,1,5,9.5615,46.8356,9.5615,37.1499,3.5047,7.8641
CPX-6721,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-674,5,59,30.6826,243.3063,692.98,2,42,2,14,1,3,15.0819,185.3616,13.4914,55.3069,2.1093,2.6379
CPX-6741,6,42,39.4736,155.7338,294.53,3,30,3,12,0,0,15.2664,98.0992,24.2072,57.6346,0.0,0.0
CPX-6743,2,10,12.6098,32.5327,158.0,1,5,1,5,0,0,4.1469,12.5279,8.4629,20.0047,0.0,0.0
CPX-6744,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-676,3,16,17.2198,44.4563,158.17,1,9,1,4,1,3,9.5615,34.1724,5.8318,7.9288,1.8265,2.3551
CPX-677,1,17,6.3034,51.9635,724.37,1,17,0,0,0,0,6.3034,51.9635,0.0,0.0,0.0,0.0
CPX-678,1,6,7.6644,24.795,223.51,0,0,1,6,0,0,0.0,0.0,7.6644,24.795,0.0,0.0
CPX-6781,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-6782,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-6783,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-6784,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-6785,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-6786,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-6787,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-6788,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-6789,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-6790,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-680,3,13,6.6784,15.8647,137.55,0,0,1,5,2,8,0.0,0.0,2.7842,7.6082,3.8941,8.2565
CPX-6802,6,46,28.1904,119.432,323.66,3,29,3,17,0,0,13.5916,68.5263,14.5988,50.9057,0.0,0.0
CPX-682,1,19,6.2907,77.1198,1125.94,1,19,0,0,0,0,6.2907,77.1198,0.0,0.0,0.0,0.0
CPX-6822,4,30,30.0166,108.1234,260.21,1,13,2,11,1,6,7.3279,35.8751,17.8545,56.7265,4.8341,15.5217
CPX-6841,4,32,30.0723,102.5821,241.12,2,19,1,6,1,7,16.8894,69.0087,9.5615,25.5897,3.6213,7.9837
CPX-686,3,21,21.1802,75.2379,255.23,1,7,1,7,1,7,6.4406,19.7918,8.7142,33.277,6.0254,22.1691
CPX-6861,5,26,23.8859,79.3074,232.03,3,18,0,0,2,8,20.2746,71.3337,0.0,0.0,3.6114,7.9738
CPX-6862,4,25,23.5219,78.9435,235.62,3,18,0,0,1,7,20.2746,71.3337,0.0,0.0,3.2474,7.6098
CPX-6863,4,25,23.5219,78.9435,235.62,3,18,0,0,1,7,20.2746,71.3337,0.0,0.0,3.2474,7.6098
CPX-687,3,21,21.1802,75.2379,255.23,1,7,1,7,1,7,6.4406,19.7918,8.7142,33.277,6.0254,22.1691
CPX-688,10,74,44.3654,200.105,351.04,3,23,6,44,1,7,11.4713,45.572,31.1093,148.3858,1.7848,6.1472
CPX-69,1,7,1.7848,6.1472,244.41,0,0,0,0,1,7,0.0,0.0,0.0,0.0,1.7848,6.1472
CPX-6902,5,26,26.6562,79.5619,198.47,3,17,1,6,1,3,19.7148,56.7265,5.1149,20.4803,1.8265,2.3551
CPX-6903,5,30,27.175,93.3339,243.45,3,21,1,6,1,3,20.2336,70.4985,5.1149,20.4803,1.8265,2.3551
CPX-6904,4,47,25.0138,187.9574,651.42,2,26,1,15,1,6,13.6092,101.9447,7.3279,74.667,4.0767,11.3456
CPX-6905,7,55,37.7479,223.6643,492.52,3,28,1,15,3,12,19.7594,115.2586,7.3279,74.667,10.6606,33.7386
CPX-6906,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6907,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6908,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6909,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6910,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6911,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6912,4,44,21.2749,172.3352,710.04,2,25,1,15,1,4,11.9466,93.6825,7.3279,74.667,2.0004,3.9857
CPX-6922,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6923,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6925,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6926,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6927,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6929,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6931,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6932,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6933,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6934,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6935,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6936,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6938,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6939,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6940,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6941,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6942,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6943,5,34,24.6262,97.2097,294.74,2,25,2,6,1,3,10.1342,76.8501,11.4268,16.7657,3.0652,3.5938
CPX-6944,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6945,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6946,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6947,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6948,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6949,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6950,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6951,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6952,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6953,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6954,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6955,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6956,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6958,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6959,5,34,24.6262,97.2097,294.74,2,25,2,6,1,3,10.1342,76.8501,11.4268,16.7657,3.0652,3.5938
CPX-696,4,51,19.1935,135.247,604.65,2,37,1,7,1,7,11.6901,105.6748,5.7185,23.4249,1.7848,6.1472
CPX-6960,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6961,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6962,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6963,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6964,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6965,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6966,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6967,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6969,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6970,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6971,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6972,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6973,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-6974,6,36,26.6266,100.6668,278.07,2,25,2,6,2,5,10.1342,76.8501,11.4268,16.7657,5.0656,7.0509
CPX-70,3,39,10.4097,76.5607,635.47,1,26,1,6,1,7,3.7424,50.7721,4.8825,19.6414,1.7848,6.1472
CPX-7002,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7003,5,61,18.3895,189.5061,930.51,2,41,2,13,1,7,9.9891,149.4458,6.6156,33.9131,1.7848,6.1472
CPX-7004,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7005,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7006,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7007,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7008,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7009,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7010,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7011,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7012,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7013,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7014,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7015,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7017,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7018,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-702,4,29,29.3261,100.8439,243.87,3,19,1,10,0,0,22.5978,66.2444,6.7283,34.5995,0.0,0.0
CPX-7020,4,18,21.8317,54.4379,149.35,2,11,1,2,1,5,12.1886,40.0574,6.1383,6.5164,3.5047,7.8641
CPX-7061,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7062,3,25,17.1378,96.1762,461.19,1,6,2,19,0,0,3.5642,10.6362,13.5735,85.54,0.0,0.0
CPX-7063,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7064,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7065,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7066,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7067,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7068,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-707,2,46,15.1718,144.5215,852.57,1,32,1,14,0,0,7.402,77.027,7.7698,67.4945,0.0,0.0
CPX-7081,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7085,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-709,4,51,15.4529,130.9815,747.62,2,30,1,14,1,7,7.1023,60.5065,6.5658,64.3277,1.7848,6.1472
CPX-7091,3,25,17.1378,96.1762,461.19,1,6,2,19,0,0,3.5642,10.6362,13.5735,85.54,0.0,0.0
CPX-7092,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7093,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7095,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7096,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7097,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7098,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7099,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-71,4,47,13.1353,99.1603,654.91,1,25,2,15,1,7,3.5381,50.0809,7.8124,42.9322,1.7848,6.1472
CPX-7100,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7101,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7102,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7103,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7104,3,25,17.1378,96.1762,461.19,1,6,2,19,0,0,3.5642,10.6362,13.5735,85.54,0.0,0.0
CPX-7105,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7106,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7107,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7108,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-7109,4,35,11.0967,63.698,474.03,1,15,2,13,1,7,2.6963,23.6377,6.6156,33.9131,1.7848,6.1472
CPX-711,7,67,42.7094,200.8329,370.23,5,55,2,12,0,0,32.7355,160.0258,9.9739,40.8071,0.0,0.0
CPX-7110,3,25,17.1378,96.1762,461.19,1,6,2,19,0,0,3.5642,10.6362,13.5735,85.54,0.0,0.0
CPX-7111,3,25,17.1378,96.1762,461.19,1,6,2,19,0,0,3.5642,10.6362,13.5735,85.54,0.0,0.0
CPX-7113,5,42,29.1992,134.2166,359.66,2,20,2,15,1,7,15.3388,70.0422,12.0755,58.0272,1.7848,6.1472
CPX-7121,5,50,28.2918,168.3891,495.19,2,35,1,8,2,7,13.1724,118.8414,6.6348,31.7305,8.4847,17.8172
CPX-7142,6,35,44.0358,156.487,255.36,2,18,3,14,1,3,14.1409,67.1323,28.0684,86.9997,1.8265,2.3551
CPX-7143,3,37,20.4957,155.7177,659.76,3,37,0,0,0,0,20.4957,155.7177,0.0,0.0,0.0,0.0
CPX-7146,4,45,24.6881,174.1331,605.33,3,37,0,0,1,8,20.4957,155.7177,0.0,0.0,4.1924,18.4154
CPX-7147,4,45,24.6881,174.1331,605.33,3,37,0,0,1,8,20.4957,155.7177,0.0,0.0,4.1924,18.4154
CPX-7148,4,45,24.6881,174.1331,605.33,3,37,0,0,1,8,20.4957,155.7177,0.0,0.0,4.1924,18.4154
CPX-715,4,29,14.5489,58.5591,302.5,2,14,1,8,1,7,8.672,28.9798,4.092,23.432,1.7848,6.1472
CPX-716,1,6,7.6644,24.795,223.51,0,0,1,6,0,0,0.0,0.0,7.6644,24.795,0.0,0.0
CPX-7162,4,45,24.6881,174.1331,605.33,3,37,0,0,1,8,20.4957,155.7177,0.0,0.0,4.1924,18.4154
CPX-7164,4,45,24.6881,174.1331,605.33,3,37,0,0,1,8,20.4957,155.7177,0.0,0.0,4.1924,18.4154
CPX-7165,4,48,13.704,100.5669,633.85,1,26,2,15,1,7,3.7424,50.7721,8.1768,43.6476,1.7848,6.1472
CPX-7166,4,45,24.6881,174.1331,605.33,3,37,0,0,1,8,20.4957,155.7177,0.0,0.0,4.1924,18.4154
CPX-7167,4,45,24.6881,174.1331,605.33,3,37,0,0,1,8,20.4957,155.7177,0.0,0.0,4.1924,18.4154
CPX-718,12,56,62.5664,189.4625,202.82,5,25,6,28,1,3,20.3395,57.1915,39.7641,129.2795,2.4629,2.9914
CPX-7181,4,45,24.6881,174.1331,605.33,3,37,0,0,1,8,20.4957,155.7177,0.0,0.0,4.1924,18.4154
CPX-719,8,40,46.3659,141.9458,206.14,3,18,4,19,1,3,13.2971,36.8572,30.6059,102.0972,2.4629,2.9914
CPX-720,8,40,46.3659,141.9458,206.14,3,18,4,19,1,3,13.2971,36.8572,30.6059,102.0972,2.4629,2.9914
CPX-7201,4,45,24.6881,174.1331,605.33,3,37,0,0,1,8,20.4957,155.7177,0.0,0.0,4.1924,18.4154
CPX-7202,4,45,24.6881,174.1331,605.33,3,37,0,0,1,8,20.4957,155.7177,0.0,0.0,4.1924,18.4154
